unique_paragraph_id,participant_id,unique_trial_id,RC,MW,regime
prisoners_dilemma_2.0,s10192,s10192_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10195,s10195_prisoners_dilemma_2.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10197,s10197_prisoners_dilemma_2.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_2.0,s10202,s10202_prisoners_dilemma_2.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10014,s10014_prisoners_dilemma_3.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10052,s10052_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10059,s10059_prisoners_dilemma_3.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10073,s10073_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10094,s10094_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10100,s10100_prisoners_dilemma_3.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10103,s10103_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10110,s10110_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10117,s10117_prisoners_dilemma_3.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10125,s10125_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10139,s10139_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10145,s10145_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10148,s10148_prisoners_dilemma_3.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10153,s10153_prisoners_dilemma_3.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10156,s10156_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10173,s10173_prisoners_dilemma_3.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10178,s10178_prisoners_dilemma_3.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10185,s10185_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10192,s10192_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10195,s10195_prisoners_dilemma_3.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10197,s10197_prisoners_dilemma_3.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_3.0,s10202,s10202_prisoners_dilemma_3.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10014,s10014_prisoners_dilemma_9.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10052,s10052_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10059,s10059_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10073,s10073_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10094,s10094_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10100,s10100_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10103,s10103_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10110,s10110_prisoners_dilemma_9.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10117,s10117_prisoners_dilemma_9.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10125,s10125_prisoners_dilemma_9.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10139,s10139_prisoners_dilemma_9.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10145,s10145_prisoners_dilemma_9.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10148,s10148_prisoners_dilemma_9.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10153,s10153_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10156,s10156_prisoners_dilemma_9.0,1,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10173,s10173_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10178,s10178_prisoners_dilemma_9.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10185,s10185_prisoners_dilemma_9.0,1,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10192,s10192_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10195,s10195_prisoners_dilemma_9.0,0,1,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10197,s10197_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
prisoners_dilemma_9.0,s10202,s10202_prisoners_dilemma_9.0,0,0,val_seen_subject_unseen_item
serena_williams_4.0,s10014,s10014_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10052,s10052_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10059,s10059_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10073,s10073_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10094,s10094_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10100,s10100_serena_williams_4.0,0,1,val_seen_subject_unseen_item
serena_williams_4.0,s10103,s10103_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10110,s10110_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10117,s10117_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10125,s10125_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10139,s10139_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10145,s10145_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10148,s10148_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10153,s10153_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10156,s10156_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10173,s10173_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10178,s10178_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10185,s10185_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10192,s10192_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10195,s10195_serena_williams_4.0,1,1,val_seen_subject_unseen_item
serena_williams_4.0,s10197,s10197_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_4.0,s10202,s10202_serena_williams_4.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10014,s10014_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10052,s10052_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10059,s10059_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10073,s10073_serena_williams_8.0,0,1,val_seen_subject_unseen_item
serena_williams_8.0,s10094,s10094_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10100,s10100_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10103,s10103_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10110,s10110_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10117,s10117_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10125,s10125_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10139,s10139_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10145,s10145_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10148,s10148_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10153,s10153_serena_williams_8.0,0,1,val_seen_subject_unseen_item
serena_williams_8.0,s10156,s10156_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10173,s10173_serena_williams_8.0,0,0,val_seen_subject_unseen_item
serena_williams_8.0,s10178,s10178_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10185,s10185_serena_williams_8.0,1,0,val_seen_subject_unseen_item
serena_williams_8.0,s10192,s10192_serena_williams_8.0,0,1,val_seen_subject_unseen_item
serena_williams_8.0,s10195,s10195_serena_williams_8.0,0,0,val_seen_subject_unseen_item
serena_williams_8.0,s10197,s10197_serena_williams_8.0,1,1,val_seen_subject_unseen_item
serena_williams_8.0,s10202,s10202_serena_williams_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10014,s10014_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10052,s10052_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10059,s10059_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10073,s10073_the_voynich_manuscript_8.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10094,s10094_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10100,s10100_the_voynich_manuscript_8.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10103,s10103_the_voynich_manuscript_8.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10110,s10110_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10117,s10117_the_voynich_manuscript_8.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10125,s10125_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10139,s10139_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10145,s10145_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10148,s10148_the_voynich_manuscript_8.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10153,s10153_the_voynich_manuscript_8.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10156,s10156_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10173,s10173_the_voynich_manuscript_8.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10178,s10178_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10185,s10185_the_voynich_manuscript_8.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10192,s10192_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10195,s10195_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10197,s10197_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_8.0,s10202,s10202_the_voynich_manuscript_8.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10014,s10014_the_voynich_manuscript_9.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10052,s10052_the_voynich_manuscript_9.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10059,s10059_the_voynich_manuscript_9.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10073,s10073_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10094,s10094_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10100,s10100_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10103,s10103_the_voynich_manuscript_9.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10110,s10110_the_voynich_manuscript_9.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10117,s10117_the_voynich_manuscript_9.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10125,s10125_the_voynich_manuscript_9.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10139,s10139_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10145,s10145_the_voynich_manuscript_9.0,1,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10148,s10148_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10153,s10153_the_voynich_manuscript_9.0,0,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10156,s10156_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10173,s10173_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10178,s10178_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10185,s10185_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10192,s10192_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10195,s10195_the_voynich_manuscript_9.0,1,1,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10197,s10197_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
the_voynich_manuscript_9.0,s10202,s10202_the_voynich_manuscript_9.0,0,0,val_seen_subject_unseen_item
history_of_film_3.0,s10084,s10084_history_of_film_3.0,1,1,val_unseen_subject_seen_item
history_of_film_3.0,s10089,s10089_history_of_film_3.0,1,1,val_unseen_subject_seen_item
history_of_film_3.0,s10121,s10121_history_of_film_3.0,1,1,val_unseen_subject_seen_item
history_of_film_3.0,s10138,s10138_history_of_film_3.0,1,0,val_unseen_subject_seen_item
history_of_film_3.0,s10141,s10141_history_of_film_3.0,0,0,val_unseen_subject_seen_item
history_of_film_3.0,s10144,s10144_history_of_film_3.0,1,0,val_unseen_subject_seen_item
history_of_film_3.0,s10177,s10177_history_of_film_3.0,0,1,val_unseen_subject_seen_item
history_of_film_3.0,s10183,s10183_history_of_film_3.0,0,1,val_unseen_subject_seen_item
history_of_film_3.0,s10186,s10186_history_of_film_3.0,1,0,val_unseen_subject_seen_item
history_of_film_3.0,s10188,s10188_history_of_film_3.0,1,0,val_unseen_subject_seen_item
history_of_film_3.0,s10200,s10200_history_of_film_3.0,0,1,val_unseen_subject_seen_item
history_of_film_7.0,s10084,s10084_history_of_film_7.0,0,1,val_unseen_subject_seen_item
history_of_film_7.0,s10089,s10089_history_of_film_7.0,0,1,val_unseen_subject_seen_item
history_of_film_7.0,s10121,s10121_history_of_film_7.0,0,1,val_unseen_subject_seen_item
history_of_film_7.0,s10138,s10138_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_7.0,s10141,s10141_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_7.0,s10144,s10144_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_7.0,s10177,s10177_history_of_film_7.0,1,1,val_unseen_subject_seen_item
history_of_film_7.0,s10183,s10183_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_7.0,s10186,s10186_history_of_film_7.0,1,0,val_unseen_subject_seen_item
history_of_film_7.0,s10188,s10188_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_7.0,s10200,s10200_history_of_film_7.0,0,0,val_unseen_subject_seen_item
history_of_film_8.0,s10084,s10084_history_of_film_8.0,1,1,val_unseen_subject_seen_item
history_of_film_8.0,s10089,s10089_history_of_film_8.0,1,0,val_unseen_subject_seen_item
history_of_film_8.0,s10121,s10121_history_of_film_8.0,0,0,val_unseen_subject_seen_item
history_of_film_8.0,s10138,s10138_history_of_film_8.0,0,0,val_unseen_subject_seen_item
history_of_film_8.0,s10141,s10141_history_of_film_8.0,1,0,val_unseen_subject_seen_item
history_of_film_8.0,s10144,s10144_history_of_film_8.0,1,0,val_unseen_subject_seen_item
history_of_film_8.0,s10177,s10177_history_of_film_8.0,1,0,val_unseen_subject_seen_item
history_of_film_8.0,s10183,s10183_history_of_film_8.0,0,1,val_unseen_subject_seen_item
history_of_film_8.0,s10186,s10186_history_of_film_8.0,1,1,val_unseen_subject_seen_item
history_of_film_8.0,s10188,s10188_history_of_film_8.0,0,0,val_unseen_subject_seen_item
history_of_film_8.0,s10200,s10200_history_of_film_8.0,0,1,val_unseen_subject_seen_item
history_of_film_9.0,s10084,s10084_history_of_film_9.0,1,1,val_unseen_subject_seen_item
history_of_film_9.0,s10089,s10089_history_of_film_9.0,1,0,val_unseen_subject_seen_item
history_of_film_9.0,s10121,s10121_history_of_film_9.0,1,1,val_unseen_subject_seen_item
history_of_film_9.0,s10138,s10138_history_of_film_9.0,1,0,val_unseen_subject_seen_item
history_of_film_9.0,s10141,s10141_history_of_film_9.0,1,0,val_unseen_subject_seen_item
history_of_film_9.0,s10144,s10144_history_of_film_9.0,1,0,val_unseen_subject_seen_item
history_of_film_9.0,s10177,s10177_history_of_film_9.0,1,1,val_unseen_subject_seen_item
history_of_film_9.0,s10183,s10183_history_of_film_9.0,1,1,val_unseen_subject_seen_item
history_of_film_9.0,s10186,s10186_history_of_film_9.0,1,0,val_unseen_subject_seen_item
history_of_film_9.0,s10188,s10188_history_of_film_9.0,0,1,val_unseen_subject_seen_item
history_of_film_9.0,s10200,s10200_history_of_film_9.0,0,1,val_unseen_subject_seen_item
pluto_0.0,s10084,s10084_pluto_0.0,0,0,val_unseen_subject_seen_item
pluto_0.0,s10089,s10089_pluto_0.0,0,0,val_unseen_subject_seen_item
pluto_0.0,s10121,s10121_pluto_0.0,1,0,val_unseen_subject_seen_item
pluto_0.0,s10138,s10138_pluto_0.0,1,1,val_unseen_subject_seen_item
pluto_0.0,s10141,s10141_pluto_0.0,1,0,val_unseen_subject_seen_item
pluto_0.0,s10144,s10144_pluto_0.0,0,0,val_unseen_subject_seen_item
pluto_0.0,s10177,s10177_pluto_0.0,1,1,val_unseen_subject_seen_item
pluto_0.0,s10183,s10183_pluto_0.0,0,0,val_unseen_subject_seen_item
pluto_0.0,s10186,s10186_pluto_0.0,1,0,val_unseen_subject_seen_item
pluto_0.0,s10188,s10188_pluto_0.0,0,0,val_unseen_subject_seen_item
pluto_0.0,s10200,s10200_pluto_0.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10084,s10084_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10089,s10089_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10121,s10121_pluto_1.0,0,0,val_unseen_subject_seen_item
pluto_1.0,s10138,s10138_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10141,s10141_pluto_1.0,0,1,val_unseen_subject_seen_item
pluto_1.0,s10144,s10144_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10177,s10177_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10183,s10183_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10186,s10186_pluto_1.0,1,0,val_unseen_subject_seen_item
pluto_1.0,s10188,s10188_pluto_1.0,0,0,val_unseen_subject_seen_item
pluto_1.0,s10200,s10200_pluto_1.0,1,1,val_unseen_subject_seen_item
pluto_4.0,s10084,s10084_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10089,s10089_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10121,s10121_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10138,s10138_pluto_4.0,1,1,val_unseen_subject_seen_item
pluto_4.0,s10141,s10141_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10144,s10144_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10177,s10177_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10183,s10183_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10186,s10186_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10188,s10188_pluto_4.0,1,0,val_unseen_subject_seen_item
pluto_4.0,s10200,s10200_pluto_4.0,1,1,val_unseen_subject_seen_item
pluto_5.0,s10084,s10084_pluto_5.0,0,1,val_unseen_subject_seen_item
pluto_5.0,s10089,s10089_pluto_5.0,1,0,val_unseen_subject_seen_item
pluto_5.0,s10121,s10121_pluto_5.0,1,1,val_unseen_subject_seen_item
pluto_5.0,s10138,s10138_pluto_5.0,1,0,val_unseen_subject_seen_item
pluto_5.0,s10141,s10141_pluto_5.0,0,1,val_unseen_subject_seen_item
pluto_5.0,s10144,s10144_pluto_5.0,1,1,val_unseen_subject_seen_item
pluto_5.0,s10177,s10177_pluto_5.0,1,1,val_unseen_subject_seen_item
pluto_5.0,s10183,s10183_pluto_5.0,1,0,val_unseen_subject_seen_item
pluto_5.0,s10186,s10186_pluto_5.0,1,0,val_unseen_subject_seen_item
pluto_5.0,s10188,s10188_pluto_5.0,0,0,val_unseen_subject_seen_item
pluto_5.0,s10200,s10200_pluto_5.0,1,1,val_unseen_subject_seen_item
pluto_6.0,s10084,s10084_pluto_6.0,0,0,val_unseen_subject_seen_item
pluto_6.0,s10089,s10089_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_6.0,s10121,s10121_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_6.0,s10138,s10138_pluto_6.0,0,1,val_unseen_subject_seen_item
pluto_6.0,s10141,s10141_pluto_6.0,0,0,val_unseen_subject_seen_item
pluto_6.0,s10144,s10144_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_6.0,s10177,s10177_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_6.0,s10183,s10183_pluto_6.0,0,0,val_unseen_subject_seen_item
pluto_6.0,s10186,s10186_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_6.0,s10188,s10188_pluto_6.0,0,1,val_unseen_subject_seen_item
pluto_6.0,s10200,s10200_pluto_6.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10084,s10084_pluto_7.0,0,1,val_unseen_subject_seen_item
pluto_7.0,s10089,s10089_pluto_7.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10121,s10121_pluto_7.0,0,0,val_unseen_subject_seen_item
pluto_7.0,s10138,s10138_pluto_7.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10141,s10141_pluto_7.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10144,s10144_pluto_7.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10177,s10177_pluto_7.0,0,1,val_unseen_subject_seen_item
pluto_7.0,s10183,s10183_pluto_7.0,0,0,val_unseen_subject_seen_item
pluto_7.0,s10186,s10186_pluto_7.0,1,0,val_unseen_subject_seen_item
pluto_7.0,s10188,s10188_pluto_7.0,0,0,val_unseen_subject_seen_item
pluto_7.0,s10200,s10200_pluto_7.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10084,s10084_prisoners_dilemma_0.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10089,s10089_prisoners_dilemma_0.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10121,s10121_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10138,s10138_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10141,s10141_prisoners_dilemma_0.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10144,s10144_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10177,s10177_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10183,s10183_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10186,s10186_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10188,s10188_prisoners_dilemma_0.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_0.0,s10200,s10200_prisoners_dilemma_0.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10084,s10084_prisoners_dilemma_1.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10089,s10089_prisoners_dilemma_1.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10121,s10121_prisoners_dilemma_1.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10138,s10138_prisoners_dilemma_1.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10141,s10141_prisoners_dilemma_1.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10144,s10144_prisoners_dilemma_1.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10177,s10177_prisoners_dilemma_1.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10183,s10183_prisoners_dilemma_1.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10186,s10186_prisoners_dilemma_1.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10188,s10188_prisoners_dilemma_1.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_1.0,s10200,s10200_prisoners_dilemma_1.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10084,s10084_prisoners_dilemma_5.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10089,s10089_prisoners_dilemma_5.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10121,s10121_prisoners_dilemma_5.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10138,s10138_prisoners_dilemma_5.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10141,s10141_prisoners_dilemma_5.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10144,s10144_prisoners_dilemma_5.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10177,s10177_prisoners_dilemma_5.0,1,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10183,s10183_prisoners_dilemma_5.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10186,s10186_prisoners_dilemma_5.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10188,s10188_prisoners_dilemma_5.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_5.0,s10200,s10200_prisoners_dilemma_5.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10084,s10084_prisoners_dilemma_7.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10089,s10089_prisoners_dilemma_7.0,1,0,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10121,s10121_prisoners_dilemma_7.0,0,0,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10138,s10138_prisoners_dilemma_7.0,0,1,val_unseen_subject_seen_item
prisoners_dilemma_7.0,s10141,s10141_prisoners_dilemma_7.0,0,1,val_unseen_subject_seen_item
